date,open,high,low,close,amout,vol,str07
20110104,3670.94,3675.59,3622.83,3663.13,161534736.0,80034,0
20110105,3634.04,3688.35,3628.95,3639.19,143963648.0,71010,0
20110106,3637.9,3646.57,3573.21,3592.34,141224368.0,71528,0
20110107,3591.04,3595.1,3502.87,3539.68,193899360.0,100418,0
20110110,3516.47,3602.7,3498.12,3500.19,121049784.0,65765,0
20110111,3509.67,3516.46,3451.48,3465.42,112822736.0,57973,0
20110112,3481.65,3499.99,3453.63,3497.37,76946800.0,45116,0
20110113,3525.13,3580.72,3504.73,3563.13,124289120.0,56222,0
20110114,3539.01,3564.26,3430.61,3437.46,144598496.0,68978,0
20110117,3366.96,3390.2,3219.44,3233.38,155800144.0,78971,0
20110118,3225.8,3243.26,3163.73,3207.42,87446768.0,44525,0
20110119,3224.44,3312.59,3212.68,3307.33,110641320.0,55954,0
20110120,3313.13,3391.27,3272.98,3304.23,155966464.0,73454,0
20110121,3308.89,3325.1,3258.42,3297.31,89715848.0,44264,0
20110124,3317.07,3323.49,3215.34,3215.99,76185544.0,39462,0
20110125,3230.61,3260.24,3191.32,3212.3,65621184.0,37053,0
20110126,3227.44,3259.85,3215.91,3244.1,45986736.0,26249,0
20110127,3229.47,3343.65,3223.91,3337.54,99149280.0,55086,0
20110128,3325.05,3383.79,3321.82,3381.54,102462096.0,57869,0
20110131,3400.08,3429.64,3367.28,3411.7,88398560.0,48461,0
20110201,3423.12,3448.8,3384.65,3406.98,91832624.0,53656,0
20110209,3374.71,3543.12,3368.93,3466.74,141508096.0,82904,0
20110210,3503.87,3555.71,3485.58,3544.55,150316896.0,93970,0
20110211,3543.58,3566.44,3506.27,3523.95,152904736.0,81953,0
20110214,3542.81,3565.85,3516.24,3560.89,200803440.0,103711,0
20110215,3580.82,3581.61,3534.75,3536.49,190502368.0,103322,0
20110216,3525.31,3554.72,3500.54,3553.94,191446608.0,97570,0
20110217,3572.0,3583.17,3521.5,3574.59,178895680.0,94977,0
20110218,3571.16,3584.08,3523.11,3527.3,153230000.0,80377,0
20110221,3522.18,3541.59,3486.05,3508.52,247648624.0,124992,0
20110222,3530.86,3587.76,3507.6,3545.54,395492032.0,212321,0
20110223,3531.11,3547.09,3477.01,3516.98,250697872.0,155385,0
20110224,3473.71,3508.39,3452.97,3479.82,167507840.0,94542,0
20110225,3526.46,3598.91,3473.88,3585.46,331747648.0,183605,0
20110228,3612.07,3617.55,3556.69,3614.7,234385088.0,141068,0
20110301,3627.55,3627.55,3555.48,3585.9,261596176.0,140851,0
20110302,3566.89,3583.22,3498.8,3531.37,261745136.0,148764,0
20110303,3534.16,3552.8,3437.55,3444.73,200215792.0,114949,0
20110304,3447.04,3495.62,3438.58,3484.41,102650272.0,60932,0
20110307,3484.88,3538.82,3476.05,3515.4,156497632.0,91356,0
20110308,3540.42,3601.99,3528.88,3582.68,229738928.0,133223,0
20110309,3598.62,3607.78,3550.76,3560.6,290695008.0,176265,0
20110310,3572.26,3596.87,3541.59,3548.13,211467328.0,127061,0
20110311,3558.44,3588.97,3534.0,3540.02,207547968.0,126006,0
20110314,3562.78,3615.65,3525.8,3612.48,373267488.0,190908,0
20110315,3613.4,3638.3,3518.33,3580.76,420498464.0,220927,0
20110316,3568.82,3623.42,3557.54,3611.38,449101664.0,212734,0
20110317,3578.8,3579.45,3370.18,3411.32,601193408.0,333325,0
20110318,3434.61,3437.97,3324.54,3418.17,354270688.0,187605,0
20110321,3450.68,3469.46,3417.89,3450.75,219023216.0,116655,0
20110322,3460.9,3473.88,3395.92,3440.96,163904432.0,93353,0
20110323,3414.82,3462.85,3393.07,3423.45,189649488.0,97379,0
20110324,3429.67,3444.34,3408.94,3433.02,182329520.0,111197,0
20110325,3444.9,3462.37,3417.92,3440.5,168753424.0,92326,0
20110328,3424.38,3429.46,3349.16,3362.81,282366304.0,147287,0
20110329,3317.29,3324.25,3210.88,3221.16,304348256.0,159901,0
20110330,3232.21,3277.3,3209.49,3226.18,133331952.0,73060,0
20110331,3246.53,3281.31,3237.15,3263.63,130438568.0,72833,0
20110401,3278.58,3279.54,3229.15,3268.04,100054232.0,53653,0
20110406,3199.65,3216.12,3017.42,3149.04,379677248.0,204945,0
20110407,3147.92,3159.09,3133.47,3156.92,35173520.0,34536,0
20110408,3185.06,3190.61,3115.48,3144.4,214250304.0,115195,0
20110411,3148.23,3250.47,3110.66,3191.1,295025504.0,153997,0
20110412,3159.71,3211.8,3158.79,3176.24,162151104.0,93261,0
20110413,3171.35,3216.23,3146.08,3207.93,195093584.0,131953,0
20110414,3240.58,3396.74,3239.19,3371.06,504781888.0,286682,0
20110415,3341.02,3415.47,3309.67,3392.74,427672416.0,244374,0
20110418,3352.54,3405.17,3349.31,3366.14,217686432.0,124430,0
20110419,3333.55,3395.21,3323.38,3394.43,245319536.0,132653,0
20110420,3416.64,3472.63,3387.27,3453.97,309800768.0,182681,0
20110421,3462.82,3470.98,3395.16,3435.65,241552416.0,135021,0
20110422,3448.29,3451.99,3359.57,3407.78,227305056.0,139683,0
20110425,3387.94,3393.11,3282.85,3303.87,205964128.0,123364,0
20110426,3297.34,3337.2,3265.1,3280.25,127836800.0,78563,0
20110427,3296.03,3342.52,3269.92,3295.84,133442576.0,76098,0
